"id","order","family","genus","species","subspecies","author","taxonlevel","accid","canonical","source"
6194250,"Siphonaptera","Ceratophyllidae","Amaradix","bitterrootensis","vonfintelis","(Prince, 1959)","subspecies",0,"Amaradix bitterrootensis vonfintelis","GBIF"
1416840,"Siphonaptera","Ceratophyllidae","Amaradix","euphorbi",NA,"(Rothschild, 1905)","species",0,"Amaradix euphorbi","GBIF"
1416843,"Siphonaptera","Ceratophyllidae","Amaradix","isus",NA,"(Jordan, 1925)","species",1416842,"Amaradix isus","GBIF"
1416841,"Siphonaptera","Ceratophyllidae","Amaradix","jordani",NA,"(Fox, 1939)","species",1416840,"Amaradix jordani","GBIF"
1417058,"Siphonaptera","Ceratophyllidae","Amphalius","clarus",NA,"(Jordan & Rothschild, 1922)","species",0,"Amphalius clarus","GBIF"
7045047,"Siphonaptera","Ceratophyllidae","Amphalius","clarus","clarus","(Jordan & Rothschild, 1922)","subspecies",0,"Amphalius clarus clarus","GBIF"
6194115,"Siphonaptera","Ceratophyllidae","Amphalius","clarus","kunlunensis","Yu Xin & Wang Dunqing, 1981","subspecies",0,"Amphalius clarus kunlunensis","GBIF"
1417070,"Siphonaptera","Ceratophyllidae","Amphalius","manosus",NA,"Li Kueichen, 1979","species",0,"Amphalius manosus","GBIF"
1417056,"Siphonaptera","Ceratophyllidae","Amphalius","mengdaensis",NA,"Wu & Wang, 2002","species",0,"Amphalius mengdaensis","GBIF"
1417067,"Siphonaptera","Ceratophyllidae","Amphalius","runatus",NA,"(Jordan & Rothschild, 1923)","species",0,"Amphalius runatus","GBIF"
6194122,"Siphonaptera","Ceratophyllidae","Amphalius","runatus","necopinus","(Jordan, 1925)","subspecies",0,"Amphalius runatus necopinus","GBIF"
7045049,"Siphonaptera","Ceratophyllidae","Amphalius","runatus","runatus","(Jordan & Rothschild, 1923)","subspecies",0,"Amphalius runatus runatus","GBIF"
1417061,"Siphonaptera","Ceratophyllidae","Amphalius","spirataenius",NA,"Liu Cy, Wu Houyung & Wu Foolin, 1966","species",0,"Amphalius spirataenius","GBIF"
6194118,"Siphonaptera","Ceratophyllidae","Amphalius","spirataenius","badongensis","Ji Shuli, Chen Jiaxian & Wang Dunqing, 1981","subspecies",0,"Amphalius spirataenius badongensis","GBIF"
6194120,"Siphonaptera","Ceratophyllidae","Amphalius","spirataenius","diqingensis","Li Kueichen, Xie Baoqi & Yang Xiaodong, 1980","subspecies",0,"Amphalius spirataenius diqingensis","GBIF"
6194119,"Siphonaptera","Ceratophyllidae","Amphalius","spirataenius","heishuiensis","Wang D-q, Chen Jiaxian & Zhai Zhaohua, 1983","subspecies",0,"Amphalius spirataenius heishuiensis","GBIF"
6194117,"Siphonaptera","Ceratophyllidae","Amphalius","spirataenius","qinghaiensis","Li Kueichen, Xie Baoqi & Yang Xiaodong, 1980","subspecies",0,"Amphalius spirataenius qinghaiensis","GBIF"
